arquivo,semente,cenario,P,tau_sat,s_transicao,concluiu,p1,executadas,fracao_porta1
j6046_1.sm,2,centralizada,0.3,1.0,0.01,True,0,60,0.0
j604_1.sm,2,centralizada,0.3,1.0,0.01,True,0,60,0.0
j607_1.sm,2,centralizada,0.3,1.0,0.01,True,5,60,0.0833333333333333
j6010_1.sm,2,adaptativa,0.3,1.0,0.01,True,0,60,0.0
j6013_1.sm,2,adaptativa,0.3,1.0,0.01,True,10,60,0.1666666666666666
j6016_1.sm,2,adaptativa,0.3,1.0,0.01,True,0,60,0.0
j6019_1.sm,2,adaptativa,0.3,1.0,0.01,True,0,60,0.0
j6021_1.sm,2,adaptativa,0.3,1.0,0.01,True,0,60,0.0
j6024_1.sm,2,adaptativa,0.3,1.0,0.01,True,3,60,0.05
j6027_1.sm,2,adaptativa,0.3,1.0,0.01,True,0,60,0.0
j602_1.sm,2,adaptativa,0.3,1.0,0.01,True,1,60,0.0166666666666666
j6032_1.sm,2,adaptativa,0.3,1.0,0.01,True,5,60,0.0833333333333333
j6035_1.sm,2,adaptativa,0.3,1.0,0.01,True,0,60,0.0
j6038_1.sm,2,adaptativa,0.3,1.0,0.01,True,1,60,0.0166666666666666
j6040_1.sm,2,adaptativa,0.3,1.0,0.01,True,1,60,0.0166666666666666
j6043_1.sm,2,adaptativa,0.3,1.0,0.01,True,0,60,0.0
j6046_1.sm,2,adaptativa,0.3,1.0,0.01,True,2,60,0.0333333333333333
j604_1.sm,2,adaptativa,0.3,1.0,0.01,True,0,60,0.0
j607_1.sm,2,adaptativa,0.3,1.0,0.01,True,5,60,0.0833333333333333
j6010_1.sm,2,centralizada,1.0,1.0,0.01,True,37,60,0.6166666666666667
j6013_1.sm,2,centralizada,1.0,1.0,0.01,True,43,60,0.7166666666666667
j6016_1.sm,2,centralizada,1.0,1.0,0.01,True,46,60,0.7666666666666667
j6019_1.sm,2,centralizada,1.0,1.0,0.01,True,43,60,0.7166666666666667
j6021_1.sm,2,centralizada,1.0,1.0,0.01,True,33,60,0.55
j6024_1.sm,2,centralizada,1.0,1.0,0.01,True,24,60,0.4
j6027_1.sm,2,centralizada,1.0,1.0,0.01,True,42,60,0.7
j602_1.sm,2,centralizada,1.0,1.0,0.01,True,39,60,0.65
j6032_1.sm,2,centralizada,1.0,1.0,0.01,True,34,60,0.5666666666666667
j6035_1.sm,2,centralizada,1.0,1.0,0.01,True,47,60,0.7833333333333333
j6038_1.sm,2,centralizada,1.0,1.0,0.01,True,42,60,0.7
j6040_1.sm,2,centralizada,1.0,1.0,0.01,True,40,60,0.6666666666666666
j6043_1.sm,2,centralizada,1.0,1.0,0.01,True,37,60,0.6166666666666667
j6046_1.sm,2,centralizada,1.0,1.0,0.01,True,33,60,0.55
j604_1.sm,2,centralizada,1.0,1.0,0.01,True,47,60,0.7833333333333333
j607_1.sm,2,centralizada,1.0,1.0,0.01,True,47,60,0.7833333333333333
j6010_1.sm,2,adaptativa,1.0,1.0,0.01,True,38,60,0.6333333333333333
j6013_1.sm,2,adaptativa,1.0,1.0,0.01,True,43,60,0.7166666666666667
j6016_1.sm,2,adaptativa,1.0,1.0,0.01,True,48,60,0.8
j6019_1.sm,2,adaptativa,1.0,1.0,0.01,True,42,60,0.7
j6021_1.sm,2,adaptativa,1.0,1.0,0.01,True,29,60,0.4833333333333333
j6024_1.sm,2,adaptativa,1.0,1.0,0.01,True,25,60,0.4166666666666667
j6027_1.sm,2,adaptativa,1.0,1.0,0.01,True,36,60,0.6
j602_1.sm,2,adaptativa,1.0,1.0,0.01,True,44,60,0.7333333333333333
j6032_1.sm,2,adaptativa,1.0,1.0,0.01,True,32,60,0.5333333333333333
j6035_1.sm,2,adaptativa,1.0,1.0,0.01,True,32,60,0.5333333333333333
j6038_1.sm,2,adaptativa,1.0,1.0,0.01,True,46,60,0.7666666666666667
j6040_1.sm,2,adaptativa,1.0,1.0,0.01,True,36,60,0.6
j6043_1.sm,2,adaptativa,1.0,1.0,0.01,True,39,60,0.65
j6046_1.sm,2,adaptativa,1.0,1.0,0.01,True,37,60,0.6166666666666667
j604_1.sm,2,adaptativa,1.0,1.0,0.01,True,42,60,0.7
j607_1.sm,2,adaptativa,1.0,1.0,0.01,True,37,60,0.6166666666666667
j6010_1.sm,2,centralizada,0.3,1.0,0.25,True,15,60,0.25
j6013_1.sm,2,centralizada,0.3,1.0,0.25,True,17,60,0.2833333333333333
j6016_1.sm,2,centralizada,0.3,1.0,0.25,True,13,60,0.2166666666666666
j6019_1.sm,2,centralizada,0.3,1.0,0.25,True,11,60,0.1833333333333333
j6021_1.sm,2,centralizada,0.3,1.0,0.25,True,6,60,0.1
j6024_1.sm,2,centralizada,0.3,1.0,0.25,True,11,60,0.1833333333333333
j6027_1.sm,2,centralizada,0.3,1.0,0.25,True,14,60,0.2333333333333333
j602_1.sm,2,centralizada,0.3,1.0,0.25,True,14,60,0.2333333333333333
j6032_1.sm,2,centralizada,0.3,1.0,0.25,True,17,60,0.2833333333333333
j6035_1.sm,2,centralizada,0.3,1.0,0.25,True,14,60,0.2333333333333333
j6038_1.sm,2,centralizada,0.3,1.0,0.25,True,14,60,0.2333333333333333
j6040_1.sm,2,centralizada,0.3,1.0,0.25,True,17,60,0.2833333333333333
j6043_1.sm,2,centralizada,0.3,1.0,0.25,True,16,60,0.2666666666666666
j6046_1.sm,2,centralizada,0.3,1.0,0.25,True,15,60,0.25
j604_1.sm,2,centralizada,0.3,1.0,0.25,True,26,60,0.4333333333333333
j607_1.sm,2,centralizada,0.3,1.0,0.25,True,22,60,0.3666666666666666
j6010_1.sm,2,adaptativa,0.3,1.0,0.25,True,12,60,0.2
j6013_1.sm,2,adaptativa,0.3,1.0,0.25,True,18,60,0.3
j6016_1.sm,2,adaptativa,0.3,1.0,0.25,True,16,60,0.2666666666666666
j6019_1.sm,2,adaptativa,0.3,1.0,0.25,True,17,60,0.2833333333333333
j6021_1.sm,2,adaptativa,0.3,1.0,0.25,True,7,60,0.1166666666666666
j6024_1.sm,2,adaptativa,0.3,1.0,0.25,True,12,60,0.2
j6027_1.sm,2,adaptativa,0.3,1.0,0.25,True,20,60,0.3333333333333333
j602_1.sm,2,adaptativa,0.3,1.0,0.25,True,17,60,0.2833333333333333
j6032_1.sm,2,adaptativa,0.3,1.0,0.25,True,12,60,0.2
j6035_1.sm,2,adaptativa,0.3,1.0,0.25,True,19,60,0.3166666666666666
j6038_1.sm,2,adaptativa,0.3,1.0,0.25,True,16,60,0.2666666666666666
j6040_1.sm,2,adaptativa,0.3,1.0,0.25,True,24,60,0.4
j6043_1.sm,2,adaptativa,0.3,1.0,0.25,True,14,60,0.2333333333333333
j6046_1.sm,2,adaptativa,0.3,1.0,0.25,True,20,60,0.3333333333333333
j604_1.sm,2,adaptativa,0.3,1.0,0.25,True,15,60,0.25
j607_1.sm,2,adaptativa,0.3,1.0,0.25,True,20,60,0.3333333333333333
j6010_1.sm,2,centralizada,1.0,1.0,0.25,True,52,60,0.8666666666666667
j6013_1.sm,2,centralizada,1.0,1.0,0.25,True,42,60,0.7
j6016_1.sm,2,centralizada,1.0,1.0,0.25,True,56,60,0.9333333333333332
j6019_1.sm,2,centralizada,1.0,1.0,0.25,True,47,60,0.7833333333333333
j6021_1.sm,2,centralizada,1.0,1.0,0.25,True,36,60,0.6
j6024_1.sm,2,centralizada,1.0,1.0,0.25,True,44,60,0.7333333333333333
j6027_1.sm,2,centralizada,1.0,1.0,0.25,True,42,60,0.7
j602_1.sm,2,centralizada,1.0,1.0,0.25,True,52,60,0.8666666666666667
j6032_1.sm,2,centralizada,1.0,1.0,0.25,True,50,60,0.8333333333333334
j6035_1.sm,2,centralizada,1.0,1.0,0.25,True,51,60,0.85
j6038_1.sm,2,centralizada,1.0,1.0,0.25,True,52,60,0.8666666666666667
j6040_1.sm,2,centralizada,1.0,1.0,0.25,True,52,60,0.8666666666666667
j6043_1.sm,2,centralizada,1.0,1.0,0.25,True,55,60,0.9166666666666666
j6046_1.sm,2,centralizada,1.0,1.0,0.25,True,51,60,0.85
j604_1.sm,2,centralizada,1.0,1.0,0.25,True,54,60,0.9
j607_1.sm,2,centralizada,1.0,1.0,0.25,True,55,60,0.9166666666666666
j6010_1.sm,2,adaptativa,1.0,1.0,0.25,True,42,60,0.7
j6013_1.sm,2,adaptativa,1.0,1.0,0.25,True,44,60,0.7333333333333333
j6016_1.sm,2,adaptativa,1.0,1.0,0.25,True,55,60,0.9166666666666666
j6019_1.sm,2,adaptativa,1.0,1.0,0.25,True,48,60,0.8
j6021_1.sm,2,adaptativa,1.0,1.0,0.25,True,38,60,0.6333333333333333
j6024_1.sm,2,adaptativa,1.0,1.0,0.25,True,45,60,0.75
j6027_1.sm,2,adaptativa,1.0,1.0,0.25,True,37,60,0.6166666666666667
j602_1.sm,2,adaptativa,1.0,1.0,0.25,True,49,60,0.8166666666666667
j6032_1.sm,2,adaptativa,1.0,1.0,0.25,True,51,60,0.85
j6035_1.sm,2,adaptativa,1.0,1.0,0.25,True,53,60,0.8833333333333333
j6038_1.sm,2,adaptativa,1.0,1.0,0.25,True,51,60,0.85
j6040_1.sm,2,adaptativa,1.0,1.0,0.25,True,52,60,0.8666666666666667
j6043_1.sm,2,adaptativa,1.0,1.0,0.25,True,52,60,0.8666666666666667
j6046_1.sm,2,adaptativa,1.0,1.0,0.25,True,52,60,0.8666666666666667
j604_1.sm,2,adaptativa,1.0,1.0,0.25,True,54,60,0.9
j607_1.sm,2,adaptativa,1.0,1.0,0.25,True,48,60,0.8
j6010_1.sm,2,centralizada,0.3,1.0,0.6,True,37,60,0.6166666666666667
j6013_1.sm,2,centralizada,0.3,1.0,0.6,True,31,60,0.5166666666666667
j6016_1.sm,2,centralizada,0.3,1.0,0.6,True,45,60,0.75
j6019_1.sm,2,centralizada,0.3,1.0,0.6,True,37,60,0.6166666666666667
j6021_1.sm,2,centralizada,0.3,1.0,0.6,True,32,60,0.5333333333333333
j6024_1.sm,2,centralizada,0.3,1.0,0.6,True,29,60,0.4833333333333333
j6027_1.sm,2,centralizada,0.3,1.0,0.6,True,30,60,0.5
j602_1.sm,2,centralizada,0.3,1.0,0.6,True,36,60,0.6
j6032_1.sm,2,centralizada,0.3,1.0,0.6,True,33,60,0.55
j6035_1.sm,2,centralizada,0.3,1.0,0.6,True,39,60,0.65
j6038_1.sm,2,centralizada,0.3,1.0,0.6,True,30,60,0.5
j6040_1.sm,2,centralizada,0.3,1.0,0.6,True,43,60,0.7166666666666667
j6043_1.sm,2,centralizada,0.3,1.0,0.6,True,30,60,0.5
j6046_1.sm,2,centralizada,0.3,1.0,0.6,True,37,60,0.6166666666666667
j604_1.sm,2,centralizada,0.3,1.0,0.6,True,43,60,0.7166666666666667
j607_1.sm,2,centralizada,0.3,1.0,0.6,True,35,60,0.5833333333333334
j6010_1.sm,2,adaptativa,0.3,1.0,0.6,True,30,60,0.5
j6013_1.sm,2,adaptativa,0.3,1.0,0.6,True,30,60,0.5
j6016_1.sm,2,adaptativa,0.3,1.0,0.6,True,39,60,0.65
j6019_1.sm,2,adaptativa,0.3,1.0,0.6,True,23,60,0.3833333333333333
j6021_1.sm,2,adaptativa,0.3,1.0,0.6,True,27,60,0.45
j6024_1.sm,2,adaptativa,0.3,1.0,0.6,True,25,60,0.4166666666666667
j6027_1.sm,2,adaptativa,0.3,1.0,0.6,True,30,60,0.5
j602_1.sm,2,adaptativa,0.3,1.0,0.6,True,33,60,0.55
j6032_1.sm,2,adaptativa,0.3,1.0,0.6,True,27,60,0.45
j6035_1.sm,2,adaptativa,0.3,1.0,0.6,True,35,60,0.5833333333333334
j6038_1.sm,2,adaptativa,0.3,1.0,0.6,True,29,60,0.4833333333333333
j6040_1.sm,2,adaptativa,0.3,1.0,0.6,True,38,60,0.6333333333333333
j6043_1.sm,2,adaptativa,0.3,1.0,0.6,True,33,60,0.55
j6046_1.sm,2,adaptativa,0.3,1.0,0.6,True,34,60,0.5666666666666667
j604_1.sm,2,adaptativa,0.3,1.0,0.6,True,32,60,0.5333333333333333
j607_1.sm,2,adaptativa,0.3,1.0,0.6,True,37,60,0.6166666666666667
j6010_1.sm,2,centralizada,1.0,1.0,0.6,True,50,60,0.8333333333333334
j6013_1.sm,2,centralizada,1.0,1.0,0.6,True,46,60,0.7666666666666667
j6016_1.sm,2,centralizada,1.0,1.0,0.6,True,54,60,0.9
j6019_1.sm,2,centralizada,1.0,1.0,0.6,True,46,60,0.7666666666666667
j6021_1.sm,2,centralizada,1.0,1.0,0.6,True,47,60,0.7833333333333333
j6024_1.sm,2,centralizada,1.0,1.0,0.6,True,50,60,0.8333333333333334
j6027_1.sm,2,centralizada,1.0,1.0,0.6,True,53,60,0.8833333333333333
j602_1.sm,2,centralizada,1.0,1.0,0.6,True,52,60,0.8666666666666667
j6032_1.sm,2,centralizada,1.0,1.0,0.6,True,53,60,0.8833333333333333
j6035_1.sm,2,centralizada,1.0,1.0,0.6,True,56,60,0.9333333333333332
j6038_1.sm,2,centralizada,1.0,1.0,0.6,True,51,60,0.85
j6040_1.sm,2,centralizada,1.0,1.0,0.6,True,56,60,0.9333333333333332
j6043_1.sm,2,centralizada,1.0,1.0,0.6,True,56,60,0.9333333333333332
j6046_1.sm,2,centralizada,1.0,1.0,0.6,True,56,60,0.9333333333333332
j604_1.sm,2,centralizada,1.0,1.0,0.6,True,55,60,0.9166666666666666
j607_1.sm,2,centralizada,1.0,1.0,0.6,True,55,60,0.9166666666666666
j6010_1.sm,2,adaptativa,1.0,1.0,0.6,True,47,60,0.7833333333333333
j6013_1.sm,2,adaptativa,1.0,1.0,0.6,True,46,60,0.7666666666666667
j6016_1.sm,2,adaptativa,1.0,1.0,0.6,True,54,60,0.9
j6019_1.sm,2,adaptativa,1.0,1.0,0.6,True,55,60,0.9166666666666666
j6021_1.sm,2,adaptativa,1.0,1.0,0.6,True,44,60,0.7333333333333333
j6024_1.sm,2,adaptativa,1.0,1.0,0.6,True,47,60,0.7833333333333333
j6027_1.sm,2,adaptativa,1.0,1.0,0.6,True,47,60,0.7833333333333333
j602_1.sm,2,adaptativa,1.0,1.0,0.6,True,53,60,0.8833333333333333
j6032_1.sm,2,adaptativa,1.0,1.0,0.6,True,52,60,0.8666666666666667
j6035_1.sm,2,adaptativa,1.0,1.0,0.6,True,54,60,0.9
j6038_1.sm,2,adaptativa,1.0,1.0,0.6,True,56,60,0.9333333333333332
j6040_1.sm,2,adaptativa,1.0,1.0,0.6,True,54,60,0.9
j6043_1.sm,2,adaptativa,1.0,1.0,0.6,True,50,60,0.8333333333333334
j6046_1.sm,2,adaptativa,1.0,1.0,0.6,True,53,60,0.8833333333333333
j604_1.sm,2,adaptativa,1.0,1.0,0.6,True,54,60,0.9
j607_1.sm,2,adaptativa,1.0,1.0,0.6,True,56,60,0.9333333333333332
j6010_1.sm,2,centralizada,0.3,1.4,0.01,True,0,60,0.0
j6013_1.sm,2,centralizada,0.3,1.4,0.01,True,8,60,0.1333333333333333
j6016_1.sm,2,centralizada,0.3,1.4,0.01,True,0,60,0.0
j6019_1.sm,2,centralizada,0.3,1.4,0.01,True,0,60,0.0
j6021_1.sm,2,centralizada,0.3,1.4,0.01,True,0,60,0.0
j6024_1.sm,2,centralizada,0.3,1.4,0.01,True,7,60,0.1166666666666666
j6027_1.sm,2,centralizada,0.3,1.4,0.01,True,0,60,0.0
j602_1.sm,2,centralizada,0.3,1.4,0.01,True,1,60,0.0166666666666666
j6032_1.sm,2,centralizada,0.3,1.4,0.01,True,0,60,0.0
j6035_1.sm,2,centralizada,0.3,1.4,0.01,True,0,60,0.0
j6038_1.sm,2,centralizada,0.3,1.4,0.01,True,0,60,0.0
j6040_1.sm,2,centralizada,0.3,1.4,0.01,True,0,60,0.0
j6043_1.sm,2,centralizada,0.3,1.4,0.01,True,0,60,0.0
j6046_1.sm,2,centralizada,0.3,1.4,0.01,True,0,60,0.0
j604_1.sm,2,centralizada,0.3,1.4,0.01,True,0,60,0.0
j607_1.sm,2,centralizada,0.3,1.4,0.01,True,5,60,0.0833333333333333
j6010_1.sm,2,adaptativa,0.3,1.4,0.01,True,0,60,0.0
j6013_1.sm,2,adaptativa,0.3,1.4,0.01,True,7,60,0.1166666666666666
j6016_1.sm,2,adaptativa,0.3,1.4,0.01,True,0,60,0.0
j6019_1.sm,2,adaptativa,0.3,1.4,0.01,True,0,60,0.0
j6021_1.sm,2,adaptativa,0.3,1.4,0.01,True,0,60,0.0
j6024_1.sm,2,adaptativa,0.3,1.4,0.01,True,3,60,0.05
j6027_1.sm,2,adaptativa,0.3,1.4,0.01,True,0,60,0.0
j602_1.sm,2,adaptativa,0.3,1.4,0.01,True,1,60,0.0166666666666666
j6032_1.sm,2,adaptativa,0.3,1.4,0.01,True,4,60,0.0666666666666666
j6035_1.sm,2,adaptativa,0.3,1.4,0.01,True,0,60,0.0
j6038_1.sm,2,adaptativa,0.3,1.4,0.01,True,1,60,0.0166666666666666
j6040_1.sm,2,adaptativa,0.3,1.4,0.01,True,1,60,0.0166666666666666
j6043_1.sm,2,adaptativa,0.3,1.4,0.01,True,0,60,0.0
j6046_1.sm,2,adaptativa,0.3,1.4,0.01,True,0,60,0.0
j604_1.sm,2,adaptativa,0.3,1.4,0.01,True,0,60,0.0
j607_1.sm,2,adaptativa,0.3,1.4,0.01,True,5,60,0.0833333333333333
j6010_1.sm,2,centralizada,1.0,1.4,0.01,True,38,60,0.6333333333333333
j6013_1.sm,2,centralizada,1.0,1.4,0.01,True,27,60,0.45
j6016_1.sm,2,centralizada,1.0,1.4,0.01,True,40,60,0.6666666666666666
j6019_1.sm,2,centralizada,1.0,1.4,0.01,True,24,60,0.4
j6021_1.sm,2,centralizada,1.0,1.4,0.01,True,34,60,0.5666666666666667
j6024_1.sm,2,centralizada,1.0,1.4,0.01,True,24,60,0.4
j6027_1.sm,2,centralizada,1.0,1.4,0.01,True,35,60,0.5833333333333334
j602_1.sm,2,centralizada,1.0,1.4,0.01,True,31,60,0.5166666666666667
j6032_1.sm,2,centralizada,1.0,1.4,0.01,True,21,60,0.35
j6035_1.sm,2,centralizada,1.0,1.4,0.01,True,29,60,0.4833333333333333
j6038_1.sm,2,centralizada,1.0,1.4,0.01,True,39,60,0.65
j6040_1.sm,2,centralizada,1.0,1.4,0.01,True,31,60,0.5166666666666667
j6043_1.sm,2,centralizada,1.0,1.4,0.01,True,37,60,0.6166666666666667
j6046_1.sm,2,centralizada,1.0,1.4,0.01,True,37,60,0.6166666666666667
j604_1.sm,2,centralizada,1.0,1.4,0.01,True,25,60,0.4166666666666667
j607_1.sm,2,centralizada,1.0,1.4,0.01,True,39,60,0.65
j6010_1.sm,2,adaptativa,1.0,1.4,0.01,True,27,60,0.45
j6013_1.sm,2,adaptativa,1.0,1.4,0.01,True,37,60,0.6166666666666667
j6016_1.sm,2,adaptativa,1.0,1.4,0.01,True,22,60,0.3666666666666666
j6019_1.sm,2,adaptativa,1.0,1.4,0.01,True,24,60,0.4
j6021_1.sm,2,adaptativa,1.0,1.4,0.01,True,29,60,0.4833333333333333
j6024_1.sm,2,adaptativa,1.0,1.4,0.01,True,18,60,0.3
j6027_1.sm,2,adaptativa,1.0,1.4,0.01,True,34,60,0.5666666666666667
j602_1.sm,2,adaptativa,1.0,1.4,0.01,True,25,60,0.4166666666666667
j6032_1.sm,2,adaptativa,1.0,1.4,0.01,True,27,60,0.45
j6035_1.sm,2,adaptativa,1.0,1.4,0.01,True,31,60,0.5166666666666667
j6038_1.sm,2,adaptativa,1.0,1.4,0.01,True,40,60,0.6666666666666666
j6040_1.sm,2,adaptativa,1.0,1.4,0.01,True,31,60,0.5166666666666667
j6043_1.sm,2,adaptativa,1.0,1.4,0.01,True,28,60,0.4666666666666667
j6046_1.sm,2,adaptativa,1.0,1.4,0.01,True,24,60,0.4
j604_1.sm,2,adaptativa,1.0,1.4,0.01,True,27,60,0.45
j607_1.sm,2,adaptativa,1.0,1.4,0.01,True,23,60,0.3833333333333333
j6010_1.sm,2,centralizada,0.3,1.4,0.25,True,2,60,0.0333333333333333
j6013_1.sm,2,centralizada,0.3,1.4,0.25,True,9,60,0.15
j6016_1.sm,2,centralizada,0.3,1.4,0.25,True,6,60,0.1
j6019_1.sm,2,centralizada,0.3,1.4,0.25,True,8,60,0.1333333333333333
j6021_1.sm,2,centralizada,0.3,1.4,0.25,True,3,60,0.05
j6024_1.sm,2,centralizada,0.3,1.4,0.25,True,5,60,0.0833333333333333
j6027_1.sm,2,centralizada,0.3,1.4,0.25,True,4,60,0.0666666666666666
j602_1.sm,2,centralizada,0.3,1.4,0.25,True,2,60,0.0333333333333333
j6032_1.sm,2,centralizada,0.3,1.4,0.25,True,3,60,0.05
j6035_1.sm,2,centralizada,0.3,1.4,0.25,True,4,60,0.0666666666666666
j6038_1.sm,2,centralizada,0.3,1.4,0.25,True,2,60,0.0333333333333333
j6040_1.sm,2,centralizada,0.3,1.4,0.25,True,7,60,0.1166666666666666
j6043_1.sm,2,centralizada,0.3,1.4,0.25,True,10,60,0.1666666666666666
j6046_1.sm,2,centralizada,0.3,1.4,0.25,True,3,60,0.05
j604_1.sm,2,centralizada,0.3,1.4,0.25,True,7,60,0.1166666666666666
j607_1.sm,2,centralizada,0.3,1.4,0.25,True,8,60,0.1333333333333333
j6010_1.sm,2,adaptativa,0.3,1.4,0.25,True,10,60,0.1666666666666666
j6013_1.sm,2,adaptativa,0.3,1.4,0.25,True,11,60,0.1833333333333333
j6016_1.sm,2,adaptativa,0.3,1.4,0.25,True,3,60,0.05
j6019_1.sm,2,adaptativa,0.3,1.4,0.25,True,13,60,0.2166666666666666
j6021_1.sm,2,adaptativa,0.3,1.4,0.25,True,2,60,0.0333333333333333
j6024_1.sm,2,adaptativa,0.3,1.4,0.25,True,6,60,0.1
j6027_1.sm,2,adaptativa,0.3,1.4,0.25,True,3,60,0.05
j602_1.sm,2,adaptativa,0.3,1.4,0.25,True,5,60,0.0833333333333333
j6032_1.sm,2,adaptativa,0.3,1.4,0.25,True,3,60,0.05
j6035_1.sm,2,adaptativa,0.3,1.4,0.25,True,4,60,0.0666666666666666
j6038_1.sm,2,adaptativa,0.3,1.4,0.25,True,3,60,0.05
j6040_1.sm,2,adaptativa,0.3,1.4,0.25,True,5,60,0.0833333333333333
j6043_1.sm,2,adaptativa,0.3,1.4,0.25,True,11,60,0.1833333333333333
j6046_1.sm,2,adaptativa,0.3,1.4,0.25,True,14,60,0.2333333333333333
j604_1.sm,2,adaptativa,0.3,1.4,0.25,True,5,60,0.0833333333333333
j607_1.sm,2,adaptativa,0.3,1.4,0.25,True,9,60,0.15
j6010_1.sm,2,centralizada,1.0,1.4,0.25,True,44,60,0.7333333333333333
j6013_1.sm,2,centralizada,1.0,1.4,0.25,True,34,60,0.5666666666666667
j6016_1.sm,2,centralizada,1.0,1.4,0.25,True,47,60,0.7833333333333333
j6019_1.sm,2,centralizada,1.0,1.4,0.25,True,47,60,0.7833333333333333
j6021_1.sm,2,centralizada,1.0,1.4,0.25,True,34,60,0.5666666666666667
j6024_1.sm,2,centralizada,1.0,1.4,0.25,True,36,60,0.6
j6027_1.sm,2,centralizada,1.0,1.4,0.25,True,32,60,0.5333333333333333
j602_1.sm,2,centralizada,1.0,1.4,0.25,True,51,60,0.85
j6032_1.sm,2,centralizada,1.0,1.4,0.25,True,44,60,0.7333333333333333
j6035_1.sm,2,centralizada,1.0,1.4,0.25,True,48,60,0.8
j6038_1.sm,2,centralizada,1.0,1.4,0.25,True,48,60,0.8
j6040_1.sm,2,centralizada,1.0,1.4,0.25,True,42,60,0.7
j6043_1.sm,2,centralizada,1.0,1.4,0.25,True,45,60,0.75
j6046_1.sm,2,centralizada,1.0,1.4,0.25,True,45,60,0.75
j604_1.sm,2,centralizada,1.0,1.4,0.25,True,47,60,0.7833333333333333
j607_1.sm,2,centralizada,1.0,1.4,0.25,True,51,60,0.85
j6010_1.sm,2,adaptativa,1.0,1.4,0.25,True,40,60,0.6666666666666666
j6013_1.sm,2,adaptativa,1.0,1.4,0.25,True,38,60,0.6333333333333333
j6016_1.sm,2,adaptativa,1.0,1.4,0.25,True,53,60,0.8833333333333333
j6019_1.sm,2,adaptativa,1.0,1.4,0.25,True,44,60,0.7333333333333333
j6021_1.sm,2,adaptativa,1.0,1.4,0.25,True,30,60,0.5
j6024_1.sm,2,adaptativa,1.0,1.4,0.25,True,31,60,0.5166666666666667
j6027_1.sm,2,adaptativa,1.0,1.4,0.25,True,39,60,0.65
j602_1.sm,2,adaptativa,1.0,1.4,0.25,True,47,60,0.7833333333333333
j6032_1.sm,2,adaptativa,1.0,1.4,0.25,True,43,60,0.7166666666666667
j6035_1.sm,2,adaptativa,1.0,1.4,0.25,True,45,60,0.75
j6038_1.sm,2,adaptativa,1.0,1.4,0.25,True,51,60,0.85
j6040_1.sm,2,adaptativa,1.0,1.4,0.25,True,47,60,0.7833333333333333
j6043_1.sm,2,adaptativa,1.0,1.4,0.25,True,51,60,0.85
j6046_1.sm,2,adaptativa,1.0,1.4,0.25,True,44,60,0.7333333333333333
j604_1.sm,2,adaptativa,1.0,1.4,0.25,True,52,60,0.8666666666666667
j607_1.sm,2,adaptativa,1.0,1.4,0.25,True,52,60,0.8666666666666667
j6010_1.sm,2,centralizada,0.3,1.4,0.6,True,24,60,0.4
j6013_1.sm,2,centralizada,0.3,1.4,0.6,True,20,60,0.3333333333333333
j6016_1.sm,2,centralizada,0.3,1.4,0.6,True,28,60,0.4666666666666667
j6019_1.sm,2,centralizada,0.3,1.4,0.6,True,21,60,0.35
j6021_1.sm,2,centralizada,0.3,1.4,0.6,True,23,60,0.3833333333333333
j6024_1.sm,2,centralizada,0.3,1.4,0.6,True,23,60,0.3833333333333333
j6027_1.sm,2,centralizada,0.3,1.4,0.6,True,22,60,0.3666666666666666
j602_1.sm,2,centralizada,0.3,1.4,0.6,True,24,60,0.4
j6032_1.sm,2,centralizada,0.3,1.4,0.6,True,28,60,0.4666666666666667
j6035_1.sm,2,centralizada,0.3,1.4,0.6,True,26,60,0.4333333333333333
j6038_1.sm,2,centralizada,0.3,1.4,0.6,True,33,60,0.55
j6040_1.sm,2,centralizada,0.3,1.4,0.6,True,31,60,0.5166666666666667
j6043_1.sm,2,centralizada,0.3,1.4,0.6,True,31,60,0.5166666666666667
j6046_1.sm,2,centralizada,0.3,1.4,0.6,True,29,60,0.4833333333333333
j604_1.sm,2,centralizada,0.3,1.4,0.6,True,29,60,0.4833333333333333
j607_1.sm,2,centralizada,0.3,1.4,0.6,True,31,60,0.5166666666666667
j6010_1.sm,2,adaptativa,0.3,1.4,0.6,True,23,60,0.3833333333333333
j6013_1.sm,2,adaptativa,0.3,1.4,0.6,True,26,60,0.4333333333333333
j6016_1.sm,2,adaptativa,0.3,1.4,0.6,True,31,60,0.5166666666666667
j6019_1.sm,2,adaptativa,0.3,1.4,0.6,True,22,60,0.3666666666666666
j6021_1.sm,2,adaptativa,0.3,1.4,0.6,True,17,60,0.2833333333333333
j6024_1.sm,2,adaptativa,0.3,1.4,0.6,True,15,60,0.25
j6027_1.sm,2,adaptativa,0.3,1.4,0.6,True,23,60,0.3833333333333333
j602_1.sm,2,adaptativa,0.3,1.4,0.6,True,24,60,0.4
j6032_1.sm,2,adaptativa,0.3,1.4,0.6,True,29,60,0.4833333333333333
j6035_1.sm,2,adaptativa,0.3,1.4,0.6,True,30,60,0.5
j6038_1.sm,2,adaptativa,0.3,1.4,0.6,True,22,60,0.3666666666666666
j6040_1.sm,2,adaptativa,0.3,1.4,0.6,True,30,60,0.5
j6043_1.sm,2,adaptativa,0.3,1.4,0.6,True,26,60,0.4333333333333333
j6046_1.sm,2,adaptativa,0.3,1.4,0.6,True,24,60,0.4
